asset_id,work_id,title,creation_year,publication_year,local_path,asset_role,source,sha256,canonical_status,lineage_confidence,p1_section,claim_id,display_role,caption_status,limitation,P1_SAFE
BOOK:raw/books/madwoman_collected/pages/mw_086.jpg,W-LCC-VOL2-93,Le Cœur couronné Vol.2 (1993),1993,1993,raw/books/madwoman_collected/pages/mw_086.jpg,INDIVIDUAL_PLATE_FRONT,LOCAL_SCAN_BRAZILIAN_OMNIBUS,044bd7d2b07de578,YES,HIGH,SECTION_08_COEUR,claim: BODY_AS_NARRATIVE_RESOURCE,story_page_visual_evidence,IDENTITY_GATE_PASS · STORY_PAGE_VERIFIED,EDITION_CAVEAT: Brazilian translation; pagination offset +0 verified,YES
BOOK:raw/books/madwoman_collected/pages/mw_087.jpg,W-LCC-VOL2-93,Le Cœur couronné Vol.2 (1993),1993,1993,raw/books/madwoman_collected/pages/mw_087.jpg,INDIVIDUAL_PLATE_FRONT,LOCAL_SCAN_BRAZILIAN_OMNIBUS,cb497cdba17d2423,YES,HIGH,SECTION_08_COEUR,claim: BODY_AS_NARRATIVE_RESOURCE,story_page_visual_evidence,IDENTITY_GATE_PASS · STORY_PAGE_VERIFIED,EDITION_CAVEAT: Brazilian translation; pagination offset +0 verified,YES
BOOK:raw/books/madwoman_collected/pages/mw_146.jpg,W-LCC-VOL3-98,Le Cœur couronné Vol.3 (1998),1998,1998,raw/books/madwoman_collected/pages/mw_146.jpg,INDIVIDUAL_PLATE_FRONT,LOCAL_SCAN_BRAZILIAN_OMNIBUS,6a4cc07d4c29fc73,YES,HIGH,SECTION_08_COEUR,claim: BODY_AS_NARRATIVE_RESOURCE,story_page_visual_evidence,IDENTITY_GATE_PASS · STORY_PAGE_VERIFIED,EDITION_CAVEAT: Brazilian translation; pagination offset +0 verified,YES
BOOK:raw/books/madwoman_collected/pages/mw_147.jpg,W-LCC-VOL3-98,Le Cœur couronné Vol.3 (1998),1998,1998,raw/books/madwoman_collected/pages/mw_147.jpg,INDIVIDUAL_PLATE_FRONT,LOCAL_SCAN_BRAZILIAN_OMNIBUS,34c46e7d3c0319b8,YES,HIGH,SECTION_08_COEUR,claim: BODY_AS_NARRATIVE_RESOURCE,story_page_visual_evidence,IDENTITY_GATE_PASS · STORY_PAGE_VERIFIED,EDITION_CAVEAT: Brazilian translation; pagination offset +0 verified,YES
BOOK:raw/books/madwoman_collected/pages/mw_148.jpg,W-LCC-VOL3-98,Le Cœur couronné Vol.3 (1998),1998,1998,raw/books/madwoman_collected/pages/mw_148.jpg,INDIVIDUAL_PLATE_FRONT,LOCAL_SCAN_BRAZILIAN_OMNIBUS,0a1273b63137e739,YES,HIGH,SECTION_08_COEUR,claim: BODY_AS_NARRATIVE_RESOURCE,story_page_visual_evidence,IDENTITY_GATE_PASS · STORY_PAGE_VERIFIED,EDITION_CAVEAT: Brazilian translation; pagination offset +0 verified,YES
BOOK:raw/books/madwoman_collected/pages/mw_149.jpg,W-LCC-VOL3-98,Le Cœur couronné Vol.3 (1998),1998,1998,raw/books/madwoman_collected/pages/mw_149.jpg,INDIVIDUAL_PLATE_FRONT,LOCAL_SCAN_BRAZILIAN_OMNIBUS,b63a36facfcac81d,YES,HIGH,SECTION_08_COEUR,claim: BODY_AS_NARRATIVE_RESOURCE,story_page_visual_evidence,IDENTITY_GATE_PASS · STORY_PAGE_VERIFIED,EDITION_CAVEAT: Brazilian translation; pagination offset +0 verified,YES
BOOK:raw/books/madwoman_collected/pages/mw_150.jpg,W-LCC-VOL3-98,Le Cœur couronné Vol.3 (1998),1998,1998,raw/books/madwoman_collected/pages/mw_150.jpg,INDIVIDUAL_PLATE_FRONT,LOCAL_SCAN_BRAZILIAN_OMNIBUS,40dd36fe50e93fc6,YES,HIGH,SECTION_08_COEUR,claim: BODY_AS_NARRATIVE_RESOURCE,story_page_visual_evidence,IDENTITY_GATE_PASS · STORY_PAGE_VERIFIED,EDITION_CAVEAT: Brazilian translation; pagination offset +0 verified,YES
BOOK:raw/books/madwoman_collected/pages/mw_151.jpg,W-LCC-VOL3-98,Le Cœur couronné Vol.3 (1998),1998,1998,raw/books/madwoman_collected/pages/mw_151.jpg,INDIVIDUAL_PLATE_FRONT,LOCAL_SCAN_BRAZILIAN_OMNIBUS,efd33de68790969b,YES,HIGH,SECTION_08_COEUR,claim: BODY_AS_NARRATIVE_RESOURCE,story_page_visual_evidence,IDENTITY_GATE_PASS · STORY_PAGE_VERIFIED,EDITION_CAVEAT: Brazilian translation; pagination offset +0 verified,YES
BOOK:raw/books/1999_40_jours_desert_b/pages/pg05.jpg,W-40D-99,40 Jours dans le Désert B (1999),1999,1999,raw/books/1999_40_jours_desert_b/pages/pg05.jpg,INDIVIDUAL_PLATE_FRONT,LOCAL_SCAN_SCRIBD,42410748cd415157,YES,HIGH,SECTION_09_COUNTEREXAMPLE_40D,claim: BODY_VISIBILITY != NARRATIVE_CAUSALITY,story_page_visual_evidence,IDENTITY_GATE_PASS · STORY_PAGE_VERIFIED,Scan resolution 904px (medium); limited detail pen-stroke observation,YES
BOOK:raw/books/1999_40_jours_desert_b/pages/pg06.jpg,W-40D-99,40 Jours dans le Désert B (1999),1999,1999,raw/books/1999_40_jours_desert_b/pages/pg06.jpg,INDIVIDUAL_PLATE_FRONT,LOCAL_SCAN_SCRIBD,b171758169d01b2f,YES,HIGH,SECTION_09_COUNTEREXAMPLE_40D,claim: BODY_VISIBILITY != NARRATIVE_CAUSALITY,story_page_visual_evidence,IDENTITY_GATE_PASS · STORY_PAGE_VERIFIED,Scan resolution 904px (medium); limited detail pen-stroke observation,YES
BOOK:raw/books/1999_40_jours_desert_b/pages/pg07.jpg,W-40D-99,40 Jours dans le Désert B (1999),1999,1999,raw/books/1999_40_jours_desert_b/pages/pg07.jpg,INDIVIDUAL_PLATE_FRONT,LOCAL_SCAN_SCRIBD,1e0293de97adc166,YES,HIGH,SECTION_09_COUNTEREXAMPLE_40D,claim: BODY_VISIBILITY != NARRATIVE_CAUSALITY,story_page_visual_evidence,IDENTITY_GATE_PASS · STORY_PAGE_VERIFIED,Scan resolution 904px (medium); limited detail pen-stroke observation,YES
BOOK:raw/books/1999_40_jours_desert_b/pages/pg08.jpg,W-40D-99,40 Jours dans le Désert B (1999),1999,1999,raw/books/1999_40_jours_desert_b/pages/pg08.jpg,INDIVIDUAL_PLATE_FRONT,LOCAL_SCAN_SCRIBD,4bdfffbb69112400,YES,HIGH,SECTION_09_COUNTEREXAMPLE_40D,claim: BODY_VISIBILITY != NARRATIVE_CAUSALITY,story_page_visual_evidence,IDENTITY_GATE_PASS · STORY_PAGE_VERIFIED,Scan resolution 904px (medium); limited detail pen-stroke observation,YES
BOOK:raw/books/1999_40_jours_desert_b/pages/pg09.jpg,W-40D-99,40 Jours dans le Désert B (1999),1999,1999,raw/books/1999_40_jours_desert_b/pages/pg09.jpg,INDIVIDUAL_PLATE_FRONT,LOCAL_SCAN_SCRIBD,95c9347ebba1f920,YES,HIGH,SECTION_09_COUNTEREXAMPLE_40D,claim: BODY_VISIBILITY != NARRATIVE_CAUSALITY,story_page_visual_evidence,IDENTITY_GATE_PASS · STORY_PAGE_VERIFIED,Scan resolution 904px (medium); limited detail pen-stroke observation,YES
BOOK:raw/books/1999_40_jours_desert_b/pages/pg10.jpg,W-40D-99,40 Jours dans le Désert B (1999),1999,1999,raw/books/1999_40_jours_desert_b/pages/pg10.jpg,INDIVIDUAL_PLATE_FRONT,LOCAL_SCAN_SCRIBD,11f62c5111a55ca7,YES,HIGH,SECTION_09_COUNTEREXAMPLE_40D,claim: BODY_VISIBILITY != NARRATIVE_CAUSALITY,story_page_visual_evidence,IDENTITY_GATE_PASS · STORY_PAGE_VERIFIED,Scan resolution 904px (medium); limited detail pen-stroke observation,YES
BOOK:raw/books/2016_world_of_edena/pages/woe_211.jpg,W-WOE-STEL-16,World of Edena Ch.4 Stel (2016 reprint),1992,2016,raw/books/2016_world_of_edena/pages/woe_211.jpg,INDIVIDUAL_PLATE_FRONT,LOCAL_SCAN_2016_REPRINT,a3492b5ecd9419e4,YES,HIGH,SECTION_09_COUNTEREXAMPLE_STEL,claim: BODY_VISIBILITY != NARRATIVE_CAUSALITY,story_page_visual_evidence,IDENTITY_GATE_PASS · STORY_PAGE_VERIFIED,"EDITION_CAVEAT: 2016 coloring reissue; line/composition verifiable, color caveat applies",YES
BOOK:raw/books/2016_world_of_edena/pages/woe_212.jpg,W-WOE-STEL-16,World of Edena Ch.4 Stel (2016 reprint),1992,2016,raw/books/2016_world_of_edena/pages/woe_212.jpg,INDIVIDUAL_PLATE_FRONT,LOCAL_SCAN_2016_REPRINT,a785cb6103f07f04,YES,HIGH,SECTION_09_COUNTEREXAMPLE_STEL,claim: BODY_VISIBILITY != NARRATIVE_CAUSALITY,story_page_visual_evidence,IDENTITY_GATE_PASS · STORY_PAGE_VERIFIED,"EDITION_CAVEAT: 2016 coloring reissue; line/composition verifiable, color caveat applies",YES
BOOK:raw/books/2016_world_of_edena/pages/woe_213.jpg,W-WOE-STEL-16,World of Edena Ch.4 Stel (2016 reprint),1992,2016,raw/books/2016_world_of_edena/pages/woe_213.jpg,INDIVIDUAL_PLATE_FRONT,LOCAL_SCAN_2016_REPRINT,73231f46bee0fda8,YES,HIGH,SECTION_09_COUNTEREXAMPLE_STEL,claim: BODY_VISIBILITY != NARRATIVE_CAUSALITY,story_page_visual_evidence,IDENTITY_GATE_PASS · STORY_PAGE_VERIFIED,"EDITION_CAVEAT: 2016 coloring reissue; line/composition verifiable, color caveat applies",YES
BOOK:raw/books/2016_world_of_edena/pages/woe_214.jpg,W-WOE-STEL-16,World of Edena Ch.4 Stel (2016 reprint),1992,2016,raw/books/2016_world_of_edena/pages/woe_214.jpg,INDIVIDUAL_PLATE_FRONT,LOCAL_SCAN_2016_REPRINT,88dcac4e71573a87,YES,HIGH,SECTION_09_COUNTEREXAMPLE_STEL,claim: BODY_VISIBILITY != NARRATIVE_CAUSALITY,story_page_visual_evidence,IDENTITY_GATE_PASS · STORY_PAGE_VERIFIED,"EDITION_CAVEAT: 2016 coloring reissue; line/composition verifiable, color caveat applies",YES
BOOK:raw/books/2016_world_of_edena/pages/woe_215.jpg,W-WOE-STEL-16,World of Edena Ch.4 Stel (2016 reprint),1992,2016,raw/books/2016_world_of_edena/pages/woe_215.jpg,INDIVIDUAL_PLATE_FRONT,LOCAL_SCAN_2016_REPRINT,a68af8473629b176,YES,HIGH,SECTION_09_COUNTEREXAMPLE_STEL,claim: BODY_VISIBILITY != NARRATIVE_CAUSALITY,story_page_visual_evidence,IDENTITY_GATE_PASS · STORY_PAGE_VERIFIED,"EDITION_CAVEAT: 2016 coloring reissue; line/composition verifiable, color caveat applies",YES
BOOK:raw/books/2016_world_of_edena/pages/woe_216.jpg,W-WOE-STEL-16,World of Edena Ch.4 Stel (2016 reprint),1992,2016,raw/books/2016_world_of_edena/pages/woe_216.jpg,INDIVIDUAL_PLATE_FRONT,LOCAL_SCAN_2016_REPRINT,b2a72fe2158e3e73,YES,HIGH,SECTION_09_COUNTEREXAMPLE_STEL,claim: BODY_VISIBILITY != NARRATIVE_CAUSALITY,story_page_visual_evidence,IDENTITY_GATE_PASS · STORY_PAGE_VERIFIED,"EDITION_CAVEAT: 2016 coloring reissue; line/composition verifiable, color caveat applies",YES
BOARD:1970S_MASTER_ARC.jpg,N/A,1970S MASTER ARC,N/A,N/A,review/studies/1970S_MASTER_ARC.jpg,DERIVED_BOARD,LOCAL_DERIVED,3f641a52f0e9bff1,NO,N/A_DERIVED,SECTION_02_70S,claim: visual support,research_visualization_board,DERIVED_VISUALIZATION_NOT_PRIMARY_ARTWORK,derived board — not primary artwork; evidence support only,CONDITIONAL
BOARD:1980S_ARC.jpg,N/A,1980S ARC,N/A,N/A,review/studies/1980S_ARC.jpg,DERIVED_BOARD,LOCAL_DERIVED,3e980fc33632cc78,NO,N/A_DERIVED,SECTION_03_80S,claim: visual support,research_visualization_board,DERIVED_VISUALIZATION_NOT_PRIMARY_ARTWORK,derived board — not primary artwork; evidence support only,CONDITIONAL
BOARD:CROSS_DECADE_INFORMATION_REGIMES.jpg,N/A,CROSS DECADE INFORMATION REGIMES,N/A,N/A,review/studies/CROSS_DECADE_INFORMATION_REGIMES.jpg,DERIVED_BOARD,LOCAL_DERIVED,201f5e1d323fdd9c,NO,N/A_DERIVED,SECTION_04_MASTER,claim: visual support,research_visualization_board,DERIVED_VISUALIZATION_NOT_PRIMARY_ARTWORK,derived board — not primary artwork; evidence support only,CONDITIONAL
BOARD:MOEBIUS_MASTER_STABLE_HAND.jpg,N/A,MOEBIUS MASTER STABLE HAND,N/A,N/A,review/studies/MOEBIUS_MASTER_STABLE_HAND.jpg,DERIVED_BOARD,LOCAL_DERIVED,18dab590df0d39ff,NO,N/A_DERIVED,SECTION_04_MASTER,claim: visual support,research_visualization_board,DERIVED_VISUALIZATION_NOT_PRIMARY_ARTWORK,derived board — not primary artwork; evidence support only,CONDITIONAL
BOARD:MOEBIUS_INFORMATION_REGIMES.jpg,N/A,MOEBIUS INFORMATION REGIMES,N/A,N/A,review/studies/MOEBIUS_INFORMATION_REGIMES.jpg,DERIVED_BOARD,LOCAL_DERIVED,7a17b57c98ffdbd4,NO,N/A_DERIVED,SECTION_04_MASTER,claim: visual support,research_visualization_board,DERIVED_VISUALIZATION_NOT_PRIMARY_ARTWORK,derived board — not primary artwork; evidence support only,CONDITIONAL
BOARD:MACHINE_STATES_TIMELINE.jpg,N/A,MACHINE STATES TIMELINE,N/A,N/A,review/studies/MACHINE_STATES_TIMELINE.jpg,DERIVED_BOARD,LOCAL_DERIVED,59d76ee012f67a56,NO,N/A_DERIVED,SECTION_05_5A,claim: visual support,research_visualization_board,DERIVED_VISUALIZATION_NOT_PRIMARY_ARTWORK,derived board — not primary artwork; evidence support only,CONDITIONAL
BOARD:MACHINE_FUNCTION_ONTOLOGY.jpg,N/A,MACHINE FUNCTION ONTOLOGY,N/A,N/A,review/studies/MACHINE_FUNCTION_ONTOLOGY.jpg,DERIVED_BOARD,LOCAL_DERIVED,7059ee9a9d867dab,NO,N/A_DERIVED,SECTION_05_5A,claim: visual support,research_visualization_board,DERIVED_VISUALIZATION_NOT_PRIMARY_ARTWORK,derived board — not primary artwork; evidence support only,CONDITIONAL
BOARD:CRYSTAL_STATES_SPECTRUM.jpg,N/A,CRYSTAL STATES SPECTRUM,N/A,N/A,review/studies/CRYSTAL_STATES_SPECTRUM.jpg,DERIVED_BOARD,LOCAL_DERIVED,b2f5204211653e01,NO,N/A_DERIVED,SECTION_07_CRYSTAL,claim: visual support,research_visualization_board,DERIVED_VISUALIZATION_NOT_PRIMARY_ARTWORK,derived board — not primary artwork; evidence support only,CONDITIONAL
BOARD:CRYSTAL_MACHINE_ENERGY.jpg,N/A,CRYSTAL MACHINE ENERGY,N/A,N/A,review/studies/CRYSTAL_MACHINE_ENERGY.jpg,DERIVED_BOARD,LOCAL_DERIVED,ae9e3d50fd3dd04a,NO,N/A_DERIVED,SECTION_07_CRYSTAL,claim: visual support,research_visualization_board,DERIVED_VISUALIZATION_NOT_PRIMARY_ARTWORK,derived board — not primary artwork; evidence support only,CONDITIONAL
BOARD:CREATOR_WORLD_BOUNDARY.jpg,N/A,CREATOR WORLD BOUNDARY,N/A,N/A,review/studies/CREATOR_WORLD_BOUNDARY.jpg,DERIVED_BOARD,LOCAL_DERIVED,469f245740f5fa31,NO,N/A_DERIVED,SECTION_05_5B,claim: visual support,research_visualization_board,DERIVED_VISUALIZATION_NOT_PRIMARY_ARTWORK,derived board — not primary artwork; evidence support only,CONDITIONAL
BOARD:CREATOR_WORLD_CONTROL_AXIS.jpg,N/A,CREATOR WORLD CONTROL AXIS,N/A,N/A,review/studies/CREATOR_WORLD_CONTROL_AXIS.jpg,DERIVED_BOARD,LOCAL_DERIVED,799fd64fb8b694a0,NO,N/A_DERIVED,SECTION_05_5B,claim: visual support,research_visualization_board,DERIVED_VISUALIZATION_NOT_PRIMARY_ARTWORK,derived board — not primary artwork; evidence support only,CONDITIONAL
BOARD:HUMAN_MACHINE_RELATIONS.jpg,N/A,HUMAN MACHINE RELATIONS,N/A,N/A,review/studies/HUMAN_MACHINE_RELATIONS.jpg,DERIVED_BOARD,LOCAL_DERIVED,02e7f245ef6879a8,NO,N/A_DERIVED,SECTION_05_5A,claim: visual support,research_visualization_board,DERIVED_VISUALIZATION_NOT_PRIMARY_ARTWORK,derived board — not primary artwork; evidence support only,CONDITIONAL
BOARD:RELATION_ONTOLOGY_2X2.jpg,N/A,RELATION ONTOLOGY 2X2,N/A,N/A,review/studies/RELATION_ONTOLOGY_2X2.jpg,DERIVED_BOARD,LOCAL_DERIVED,6e713a371a18b87b,NO,N/A_DERIVED,SECTION_06_RELATION,claim: visual support,research_visualization_board,DERIVED_VISUALIZATION_NOT_PRIMARY_ARTWORK,derived board — not primary artwork; evidence support only,CONDITIONAL
BOARD:MOEBIUS_MODEL_COUNTEREXAMPLES.jpg,N/A,MOEBIUS MODEL COUNTEREXAMPLES,N/A,N/A,review/studies/MOEBIUS_MODEL_COUNTEREXAMPLES.jpg,DERIVED_BOARD,LOCAL_DERIVED,d80adedeabb5bbba,NO,N/A_DERIVED,SECTION_04_MASTER,claim: visual support,research_visualization_board,DERIVED_VISUALIZATION_NOT_PRIMARY_ARTWORK,derived board — not primary artwork; evidence support only,CONDITIONAL
BOARD:CROSS_DECADE_STABLE_HAND.jpg,N/A,CROSS DECADE STABLE HAND,N/A,N/A,review/studies/CROSS_DECADE_STABLE_HAND.jpg,DERIVED_BOARD,LOCAL_DERIVED,ebf9c845b5329f7c,NO,N/A_DERIVED,SECTION_04_MASTER,claim: visual support,research_visualization_board,DERIVED_VISUALIZATION_NOT_PRIMARY_ARTWORK,derived board — not primary artwork; evidence support only,CONDITIONAL
BOARD:CROSS_DECADE_COUNTEREXAMPLES.jpg,N/A,CROSS DECADE COUNTEREXAMPLES,N/A,N/A,review/studies/CROSS_DECADE_COUNTEREXAMPLES.jpg,DERIVED_BOARD,LOCAL_DERIVED,65659c05214af1c1,NO,N/A_DERIVED,SECTION_04_MASTER,claim: visual support,research_visualization_board,DERIVED_VISUALIZATION_NOT_PRIMARY_ARTWORK,derived board — not primary artwork; evidence support only,CONDITIONAL
BOARD:1980S_PROJECT_LANGUAGES.jpg,N/A,1980S PROJECT LANGUAGES,N/A,N/A,review/studies/1980S_PROJECT_LANGUAGES.jpg,DERIVED_BOARD,LOCAL_DERIVED,198f1cdd6fdcffc2,NO,N/A_DERIVED,SECTION_03_80S,claim: visual support,research_visualization_board,DERIVED_VISUALIZATION_NOT_PRIMARY_ARTWORK,derived board — not primary artwork; evidence support only,CONDITIONAL
BOARD:1970S_INFORMATION_REGIMES.jpg,N/A,1970S INFORMATION REGIMES,N/A,N/A,review/studies/1970S_INFORMATION_REGIMES.jpg,DERIVED_BOARD,LOCAL_DERIVED,e4bea8b4d66dfb23,NO,N/A_DERIVED,SECTION_02_70S,claim: visual support,research_visualization_board,DERIVED_VISUALIZATION_NOT_PRIMARY_ARTWORK,derived board — not primary artwork; evidence support only,CONDITIONAL
BOARD:1970S_STABLE_HAND.jpg,N/A,1970S STABLE HAND,N/A,N/A,review/studies/1970S_STABLE_HAND.jpg,DERIVED_BOARD,LOCAL_DERIVED,bcefb9803a6ef2b0,NO,N/A_DERIVED,SECTION_02_70S,claim: visual support,research_visualization_board,DERIVED_VISUALIZATION_NOT_PRIMARY_ARTWORK,derived board — not primary artwork; evidence support only,CONDITIONAL
BOARD:1970S_ORIGINS_PREVIEW.jpg,N/A,1970S ORIGINS PREVIEW,N/A,N/A,review/studies/1970S_ORIGINS_PREVIEW.jpg,DERIVED_BOARD,LOCAL_DERIVED,ccfa7d1f51ae1e7b,NO,N/A_DERIVED,SECTION_02_70S,claim: visual support,research_visualization_board,DERIVED_VISUALIZATION_NOT_PRIMARY_ARTWORK,derived board — not primary artwork; evidence support only,CONDITIONAL
BOARD:SESSION07_GIR_DEVIATION_ARZACH_V2.jpg,N/A,SESSION07 GIR DEVIATION ARZACH V2,N/A,N/A,review/studies/SESSION07_GIR_DEVIATION_ARZACH_V2.jpg,DERIVED_BOARD,LOCAL_DERIVED,c113c2b58f17b45a,NO,N/A_DERIVED,SECTION_02_70S,claim: visual support,research_visualization_board,DERIVED_VISUALIZATION_NOT_PRIMARY_ARTWORK,derived board — not primary artwork; evidence support only,CONDITIONAL
CATALOG:W-S018-152,W-S018-152,New York! New York!,?,catalog: pre-1980s? (catalog does not date the artwork),derived/catalogue_pages/S018_p076_lot152_Moebius_NewYork-076.jpg,INDIVIDUAL_ARTWORK_RENDER,CATALOG_DERIVED,599fe33bb0ede394,NO,HIGH,SECTION_03_80S,claim: 1980s task-conditioned variation,catalog_render_visual_evidence,IDENTITY_SOURCE_IDENTIFIED · IMAGE_MATCH_PENDING,image_match_status=PENDING (no pixel-level crosscheck against source artwork); period assignment may need catalog cross-reference,CONDITIONAL
CATALOG:W-S018-153,W-S018-153,Starwatcher I (Aedena 1986 album p.20),1986,1986,derived/catalogue_pages/S018_p077_lot153_Moebius_Starwatcher-077.jpg,INDIVIDUAL_ARTWORK_RENDER,CATALOG_DERIVED,ffdb8c6c7906123a,NO,HIGH,SECTION_03_80S,claim: 1980s task-conditioned variation,catalog_render_visual_evidence,IDENTITY_SOURCE_IDENTIFIED · IMAGE_MATCH_PENDING · PUBLICATION_LEVEL_VERIFIED,image_match_status=PENDING (no pixel-level crosscheck against source artwork); period assignment may need catalog cross-reference,CONDITIONAL
CATALOG:W-S019-612,W-S019-612,Voyage au Corps Infidèle,?,catalog S019 lot 612,derived/catalogue_pages/S019_p186_lot612_Moebius_VoyageCorpsInfidele-186.jpg,INDIVIDUAL_ARTWORK_RENDER,CATALOG_DERIVED,40c666625af0ab21,NO,HIGH,SECTION_03_80S,claim: 1980s task-conditioned variation,catalog_render_visual_evidence,IDENTITY_SOURCE_IDENTIFIED · IMAGE_MATCH_PENDING,image_match_status=PENDING (no pixel-level crosscheck against source artwork); period assignment may need catalog cross-reference,CONDITIONAL
